Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.TP,QUERY.FP,QUERY.UNK,FP.gt,FP.al,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.TP.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP.het_hom_ratio,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,D6_15,*,PASS,het,QUAL,*,0.994679,0.98285,0.63946,0.988729,11276,11216,60,31536,11175,195,20166,164,0,,,,,,,,,,,,,,
INDEL,D6_15,*,PASS,hetalt,QUAL,*,0.94894,0.994513,0.35439,0.971192,7971,7564,407,11857,7613,42,4202,40,0,,,,,,,,,,,,,,
INDEL,D6_15,*,PASS,homalt,QUAL,*,0.998706,0.978757,0.565654,0.988631,6182,6174,8,14523,6174,134,8215,132,0,,,,,,,,,,,,,,
INDEL,D6_15,HG002complexvar,PASS,*,QUAL,*,0.980646,0.985423,0.595423,0.983029,5167,5067,100,12717,5070,75,7572,68,0,,2.667252,,,,2.639157,,1.846154,,,2.368834,2.600527,,2.242245
INDEL,D6_15,HG002complexvar,PASS,het,QUAL,*,0.989467,0.991962,0.603979,0.990713,3038,3006,32,7540,2962,24,4554,18,0,,,,,,,,,,,,,,
INDEL,D6_15,HG002complexvar,PASS,hetalt,QUAL,*,0.931313,0.962264,0.494985,0.946536,990,922,68,1994,969,38,987,37,0,,,,,,,,,,,,,,
INDEL,D6_15,HG002complexvar,PASS,homalt,QUAL,*,1.0,0.988715,0.638077,0.994326,1139,1139,0,3183,1139,13,2031,13,0,,,,,,,,,,,,,,
INDEL,D6_15,HG002compoundhet,PASS,*,QUAL,*,0.952965,0.962712,0.378804,0.957814,8802,8388,414,14031,8391,325,5315,322,0,,39.904762,,,,39.190476,,1.255814,,,6.126923,39.047619,,5.956757
INDEL,D6_15,HG002compoundhet,PASS,het,QUAL,*,0.9821,0.835031,0.691777,0.902614,838,823,15,3186,820,162,2204,160,0,,,,,,,,,,,,,,
INDEL,D6_15,HG002compoundhet,PASS,hetalt,QUAL,*,0.949767,0.995517,0.265472,0.972104,7943,7544,399,10325,7550,34,2741,33,0,,,,,,,,,,,,,,
INDEL,D6_15,HG002compoundhet,PASS,homalt,QUAL,*,1.0,0.14,0.711538,0.245614,21,21,0,520,21,129,370,129,0,,,,,,,,,,,,,,
INDEL,D6_15,decoy,PASS,*,QUAL,*,1.0,1.0,0.99912,1.0,1,1,0,1136,1,0,1135,0,0,,,,,,,,,,,3.180328,,,3.180328
INDEL,D6_15,decoy,PASS,het,QUAL,*,0.0,,1.0,,0,0,0,776,0,0,776,0,0,,,,,,,,,,,,,,
INDEL,D6_15,decoy,PASS,hetalt,QUAL,*,1.0,1.0,0.991379,1.0,1,1,0,116,1,0,115,0,0,,,,,,,,,,,,,,
INDEL,D6_15,decoy,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,244,0,0,244,0,0,,,,,,,,,,,,,,
INDEL,D6_15,func_cds,PASS,*,QUAL,*,1.0,1.0,0.572917,1.0,41,41,0,96,41,0,55,0,0,,2.545455,,,,2.545455,,,,,1.935484,2.545455,,1.6
INDEL,D6_15,func_cds,PASS,het,QUAL,*,1.0,1.0,0.533333,1.0,28,28,0,60,28,0,32,0,0,,,,,,,,,,,,,,
INDEL,D6_15,func_cds,PASS,hetalt,QUAL,*,1.0,1.0,0.6,1.0,2,2,0,5,2,0,3,0,0,,,,,,,,,,,,,,
INDEL,D6_15,func_cds,PASS,homalt,QUAL,*,1.0,1.0,0.645161,1.0,11,11,0,31,11,0,20,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,*,QUAL,*,0.930773,0.949853,0.558889,0.940216,3828,3563,265,8499,3561,188,4750,174,0,,1.584746,,8.666667,,1.548552,,1.25641,,,2.748599,1.48552,,3.87287
INDEL,D6_15,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,het,QUAL,*,0.972193,0.898969,0.752866,0.934148,935,909,26,3925,872,98,2955,86,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.897525,0.994324,0.328036,0.943448,2303,2067,236,3146,2102,12,1032,11,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.994915,0.882707,0.534314,0.935458,590,587,3,1428,587,78,763,77,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,*,QUAL,*,1.0,1.0,0.971429,1.0,6,6,0,210,6,0,204,0,0,,3.0,,,,3.0,,,,,2.745098,3.0,,2.74
INDEL,D6_15,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,het,QUAL,*,1.0,1.0,0.978571,1.0,3,3,0,140,3,0,137,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,hetalt,QUAL,*,1.0,1.0,0.894737,1.0,2,2,0,19,2,0,17,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,homalt,QUAL,*,1.0,1.0,0.980392,1.0,1,1,0,51,1,0,50,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,*,QUAL,*,0.98274,0.985518,0.613196,0.984127,15643,15373,270,40346,15380,226,24740,212,0,,1.532058,,16.5,,1.523635,,1.594595,,,2.078571,1.520259,,2.403182
INDEL,D6_15,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,het,QUAL,*,0.993943,0.978627,0.730367,0.986225,5448,5415,33,20476,5403,118,14955,106,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.964603,0.994734,0.355525,0.979437,6639,6404,235,10019,6423,34,3562,33,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,homalt,QUAL,*,0.999438,0.979603,0.631713,0.989421,3556,3554,2,9851,3554,74,6223,73,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,*,QUAL,*,0.973001,0.979318,0.588933,0.976149,17223,16758,465,41638,16762,354,24522,334,0,,1.543455,,13.75,,1.530179,,1.335821,,,2.131188,1.518216,,2.528343
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,het,QUAL,*,0.990322,0.96894,0.722853,0.979514,5683,5628,55,20794,5584,179,15031,163,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,hetalt,QUAL,*,0.948333,0.994563,0.319834,0.970898,7858,7452,406,11087,7500,41,3546,39,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,homalt,QUAL,*,0.998914,0.964848,0.609306,0.981585,3682,3678,4,9757,3678,134,5945,132,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,*,QUAL,*,0.965854,0.980198,0.772009,0.972973,205,198,7,886,198,4,684,3,0,,2.883721,,,,2.790698,,3.0,,,3.025126,2.790698,,3.090323
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,het,QUAL,*,0.967742,0.97561,0.795681,0.97166,124,120,4,602,120,3,479,2,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.921053,1.0,0.588235,0.958904,38,35,3,85,35,0,50,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,homalt,QUAL,*,1.0,0.977273,0.778894,0.988506,43,43,0,199,43,1,155,1,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,*,QUAL,*,1.0,1.0,0.978022,1.0,4,4,0,182,4,0,178,0,0,,,,,,,,,,,2.541667,,,2.5
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,het,QUAL,*,1.0,1.0,0.983607,1.0,2,2,0,122,2,0,120,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,hetalt,QUAL,*,1.0,1.0,0.833333,1.0,2,2,0,12,2,0,10,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,48,0,0,48,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,*,QUAL,*,0.993909,0.995935,0.664507,0.994921,985,979,6,2933,980,4,1949,3,0,,1.520325,,,,1.514905,,1.0,,,2.017297,1.514905,,2.353153
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,het,QUAL,*,0.996435,0.998214,0.699893,0.997324,561,559,2,1866,559,1,1306,1,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.927273,0.962963,0.619718,0.944781,55,51,4,142,52,2,88,2,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,homalt,QUAL,*,1.0,0.997297,0.6,0.998647,369,369,0,925,369,1,555,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,*,QUAL,*,0.995277,0.995283,0.642797,0.99528,847,843,4,2374,844,4,1526,3,0,,1.405325,,,,1.405325,,1.0,,,1.858926,1.405325,,2.192641
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,het,QUAL,*,1.0,0.997899,0.680322,0.998948,475,475,0,1489,475,1,1013,1,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.882353,0.939394,0.607143,0.90998,34,30,4,84,31,2,51,2,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,homalt,QUAL,*,1.0,0.99705,0.576779,0.998523,338,338,0,801,338,1,462,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,*,QUAL,*,0.925223,0.945987,0.519115,0.93549,2688,2487,201,5467,2487,142,2838,136,0,,1.38785,,4.666667,,1.364706,,1.078125,,,2.348187,1.296471,,3.457983
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,het,QUAL,*,0.976431,0.88871,0.72639,0.930507,594,580,14,2266,551,69,1646,64,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.889556,0.994079,0.320215,0.938917,1666,1482,184,2236,1511,9,716,8,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.992991,0.869121,0.493264,0.926936,428,425,3,965,425,64,476,64,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,*,QUAL,*,1.0,1.0,0.928571,1.0,2,2,0,28,2,0,26,0,0,,1.0,,,,1.0,,,,,6.0,1.0,,8.5
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,het,QUAL,*,1.0,1.0,0.944444,1.0,1,1,0,18,1,0,17,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.0,,1.0,,0,0,0,7,0,0,7,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,homalt,QUAL,*,1.0,1.0,0.666667,1.0,1,1,0,3,1,0,2,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,*,QUAL,*,0.969853,0.976256,0.532593,0.973044,13434,13029,405,28564,13034,317,15213,309,0,,1.369074,,10.0,,1.35962,,1.336066,,,1.956488,1.345747,,2.439503
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,het,QUAL,*,0.992009,0.957651,0.696451,0.974527,3754,3724,30,12680,3686,163,8831,156,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.946382,0.995181,0.293736,0.970169,6938,6566,372,9403,6609,32,2762,31,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,homalt,QUAL,*,0.998906,0.957358,0.558556,0.977691,2742,2739,3,6481,2739,122,3620,122,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,*,QUAL,*,0.980826,0.983567,0.541289,0.982195,10796,10589,207,23481,10594,177,12710,173,0,,1.370306,,,,1.362969,,1.637931,,,1.918899,1.359085,,2.331136
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,het,QUAL,*,0.994646,0.970715,0.695999,0.982535,3175,3158,17,10671,3149,95,7427,92,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.964178,0.995342,0.289281,0.979512,5304,5114,190,7249,5128,24,2097,23,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,homalt,QUAL,*,1.0,0.975579,0.572919,0.987639,2317,2317,0,5561,2317,58,3186,58,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,*,QUAL,*,0.971345,0.977525,0.55099,0.974425,14413,14000,413,31908,14005,322,17581,310,0,,1.393802,,11.333333,,1.384168,,1.349593,,,1.986898,1.37189,,2.451901
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,het,QUAL,*,0.992126,0.962375,0.703136,0.977024,4318,4284,34,14862,4246,166,10450,157,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,hetalt,QUAL,*,0.946263,0.995072,0.299916,0.970054,6997,6621,376,9566,6664,33,2869,31,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,homalt,QUAL,*,0.999032,0.961778,0.569786,0.980051,3098,3095,3,7480,3095,123,4262,122,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,*,QUAL,*,0.973001,0.979318,0.588933,0.976149,17223,16758,465,41638,16762,354,24522,334,0,,1.543455,,13.75,,1.530179,,1.335821,,,2.131188,1.518216,,2.528343
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,het,QUAL,*,0.990322,0.96894,0.722853,0.979514,5683,5628,55,20794,5584,179,15031,163,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,hetalt,QUAL,*,0.948333,0.994563,0.319834,0.970898,7858,7452,406,11087,7500,41,3546,39,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,homalt,QUAL,*,0.998914,0.964848,0.609306,0.981585,3682,3678,4,9757,3678,134,5945,132,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_diTR_11to50,PASS,*,QUAL,*,0.97828,0.980315,0.468559,0.979297,9208,9008,200,17302,9014,181,8107,176,0,,1.392239,,8.5,,1.384777,,1.491803,,,2.214348,1.380577,,3.319567
INDEL,D6_15,lowcmp_SimpleRepeat_diTR_11to50,PASS,het,QUAL,*,0.993597,0.966556,0.643101,0.97989,2655,2638,17,7624,2630,91,4903,87,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_diTR_11to50,PASS,hetalt,QUAL,*,0.961042,0.993567,0.276985,0.977034,4646,4465,181,6235,4479,29,1727,28,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_diTR_11to50,PASS,homalt,QUAL,*,0.998951,0.968973,0.428986,0.983734,1907,1905,2,3443,1905,61,1477,61,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_diTR_51to200,PASS,*,QUAL,*,0.835498,0.880365,0.463498,0.857345,1155,965,190,2041,964,131,946,130,0,,0.898734,,5.0,,0.846154,,1.15,,,2.108504,0.705128,,4.32
INDEL,D6_15,lowcmp_SimpleRepeat_diTR_51to200,PASS,het,QUAL,*,0.929577,0.614525,0.751043,0.73991,142,132,10,719,110,69,540,68,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_diTR_51to200,PASS,hetalt,QUAL,*,0.791813,0.997143,0.286442,0.882694,855,677,178,981,698,2,281,2,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_diTR_51to200,PASS,homalt,QUAL,*,0.987342,0.722222,0.366569,0.834225,158,156,2,341,156,60,125,60,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_homopolymer_6to10,PASS,*,QUAL,*,0.996169,0.992366,0.825798,0.994264,261,260,1,1504,260,2,1242,1,0,,2.054054,,,,2.054054,,,,,2.418491,2.054054,,2.495549
INDEL,D6_15,lowcmp_SimpleRepeat_homopolymer_6to10,PASS,het,QUAL,*,1.0,0.993464,0.846076,0.996721,152,152,0,994,152,1,841,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_homopolymer_6to10,PASS,hetalt,QUAL,*,0.971429,0.971429,0.646465,0.971429,35,34,1,99,34,1,64,1,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_homopolymer_6to10,PASS,homalt,QUAL,*,1.0,1.0,0.819951,1.0,74,74,0,411,74,0,337,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_homopolymer_gt10,PASS,*,QUAL,*,0.929825,0.946429,0.99476,0.938053,57,53,4,10687,53,3,10631,0,0,,7.0,,,,6.333333,,,,,2.020189,6.333333,,2.011062
INDEL,D6_15,lowcmp_SimpleRepeat_homopolymer_gt10,PASS,het,QUAL,*,0.904762,0.926829,0.993598,0.915663,42,38,4,6404,38,3,6363,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_homopolymer_gt10,PASS,hetalt,QUAL,*,1.0,1.0,0.991914,1.0,9,9,0,1113,9,0,1104,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_homopolymer_gt10,PASS,homalt,QUAL,*,1.0,1.0,0.998107,1.0,6,6,0,3170,6,0,3164,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_11to50,PASS,*,QUAL,*,0.99166,0.995534,0.526809,0.993593,3597,3567,30,7572,3567,16,3989,13,0,,1.941106,,10.0,,1.931408,,2.333333,,,2.410684,1.929001,,2.85226
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_11to50,PASS,het,QUAL,*,0.993808,0.995652,0.616393,0.994729,1615,1605,10,4197,1603,7,2587,4,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_11to50,PASS,hetalt,QUAL,*,0.983478,0.994732,0.302938,0.989073,1150,1131,19,1634,1133,6,495,6,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_11to50,PASS,homalt,QUAL,*,0.998798,0.996403,0.520965,0.997599,832,831,1,1741,831,3,907,3,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_51to200,PASS,*,QUAL,*,0.970266,0.977901,0.53877,0.974068,1278,1240,38,2747,1239,28,1480,18,0,,1.707447,,,,1.664894,,2.5,,,3.551724,1.606383,,5.584699
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_51to200,PASS,het,QUAL,*,0.975078,0.952681,0.763256,0.96375,321,313,8,1339,302,15,1022,7,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_51to200,PASS,hetalt,QUAL,*,0.960988,0.990741,0.266731,0.975638,769,739,30,1031,749,7,275,6,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_51to200,PASS,homalt,QUAL,*,1.0,0.969072,0.485411,0.984293,188,188,0,377,188,6,183,5,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_gt200,PASS,*,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_gt200,PASS,het,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_gt200,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_quadTR_gt200,PASS,homalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_triTR_11to50,PASS,*,QUAL,*,0.99705,0.998819,0.375046,0.997934,1695,1690,5,2709,1691,2,1016,2,0,,1.602326,,,,1.595349,,0.0,,,1.935199,1.595349,,2.54251
INDEL,D6_15,lowcmp_SimpleRepeat_triTR_11to50,PASS,het,QUAL,*,0.995646,1.0,0.47793,0.997818,689,686,3,1314,686,0,628,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_triTR_11to50,PASS,hetalt,QUAL,*,0.996528,1.0,0.196927,0.998261,576,574,2,716,575,0,141,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_triTR_11to50,PASS,homalt,QUAL,*,1.0,0.99537,0.36377,0.99768,430,430,0,679,430,2,247,2,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_triTR_51to200,PASS,*,QUAL,*,0.970803,0.992481,0.488462,0.981522,137,133,4,260,132,1,127,0,0,,1.1,,,,1.05,,,,,3.029412,1.0,,5.857143
INDEL,D6_15,lowcmp_SimpleRepeat_triTR_51to200,PASS,het,QUAL,*,0.954545,0.952381,0.796117,0.953462,22,21,1,103,20,1,82,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_triTR_51to200,PASS,hetalt,QUAL,*,0.968421,1.0,0.252033,0.983957,95,92,3,123,92,0,31,0,0,,,,,,,,,,,,,,
INDEL,D6_15,lowcmp_SimpleRepeat_triTR_51to200,PASS,homalt,QUAL,*,1.0,1.0,0.411765,1.0,20,20,0,34,20,0,14,0,0,,,,,,,,,,,,,,
INDEL,D6_15,map_l100_m0_e0,PASS,*,QUAL,*,0.959596,0.95,0.908004,0.954774,99,95,4,1087,95,5,987,1,0,,2.333333,,0.5,,2.5,,,,,3.112971,2.5,,3.156682
INDEL,D6_15,map_l100_m0_e0,PASS,het,QUAL,*,0.982143,0.932203,0.920699,0.956522,56,55,1,744,55,4,685,1,0,,,,,,,,,,,,,,
INDEL,D6_15,map_l100_m0_e0,PASS,hetalt,QUAL,*,0.947368,0.947368,0.817308,0.947368,19,18,1,104,18,1,85,0,0,,,,,,,,,,,,,,
INDEL,D6_15,map_l100_m0_e0,PASS,homalt,QUAL,*,0.916667,1.0,0.90795,0.956522,24,22,2,239,22,0,217,0,0,,,,,,,,,,,,,,
INDEL,D6_15,map_l100_m1_e0,PASS,*,QUAL,*,0.956,0.96371,0.878669,0.959839,250,239,11,2044,239,9,1796,2,0,,1.951613,,1.0,,2.0,,,,,2.896552,2.0,,3.007407
INDEL,D6_15,map_l100_m1_e0,PASS,het,QUAL,*,0.975207,0.936508,0.90625,0.955466,121,118,3,1344,118,8,1218,2,0,,,,,,,,,,,,,,
INDEL,D6_15,map_l100_m1_e0,PASS,hetalt,QUAL,*,0.925373,0.984127,0.733051,0.953846,67,62,5,236,62,1,173,0,0,,,,,,,,,,,,,,
INDEL,D6_15,map_l100_m1_e0,PASS,homalt,QUAL,*,0.951613,1.0,0.872845,0.975207,62,59,3,464,59,0,405,0,0,,,,,,,,,,,,,,
INDEL,D6_15,map_l100_m2_e0,PASS,*,QUAL,*,0.953125,0.964427,0.883838,0.958743,256,244,12,2178,244,9,1925,2,0,,2.0,,1.333333,,2.033333,,,,,2.92668,2.033333,,3.032483
INDEL,D6_15,map_l100_m2_e0,PASS,het,QUAL,*,0.968254,0.938462,0.909534,0.953125,126,122,4,1437,122,8,1307,2,0,,,,,,,,,,,,,,
INDEL,D6_15,map_l100_m2_e0,PASS,hetalt,QUAL,*,0.925373,0.984127,0.748,0.953846,67,62,5,250,62,1,187,0,0,,,,,,,,,,,,,,
INDEL,D6_15,map_l100_m2_e0,PASS,homalt,QUAL,*,0.952381,1.0,0.8778,0.97561,63,60,3,491,60,0,431,0,0,,,,,,,,,,,,,,
