Type,Subtype,Subset,Filter,Genotype,QQ.Field,QQ,METRIC.Recall,METRIC.Precision,METRIC.Frac_NA,METRIC.F1_Score,TRUTH.TOTAL,TRUTH.TP,TRUTH.FN,QUERY.TOTAL,QUERY.TP,QUERY.FP,QUERY.UNK,FP.gt,FP.al,TRUTH.TOTAL.TiTv_ratio,TRUTH.TOTAL.het_hom_ratio,TRUTH.FN.TiTv_ratio,TRUTH.FN.het_hom_ratio,TRUTH.TP.TiTv_ratio,TRUTH.TP.het_hom_ratio,QUERY.FP.TiTv_ratio,QUERY.FP.het_hom_ratio,QUERY.TP.TiTv_ratio,QUERY.TOTAL.TiTv_ratio,QUERY.TOTAL.het_hom_ratio,QUERY.TP.het_hom_ratio,QUERY.UNK.TiTv_ratio,QUERY.UNK.het_hom_ratio
INDEL,D16_PLUS,map_l150_m0_e0,PASS,*,QUAL,*,1.0,0.777778,0.970684,0.875,7,7,0,307,7,2,298,0,0,,,,,,,,,,,4.396226,,,4.226415
INDEL,D16_PLUS,map_l150_m0_e0,PASS,het,QUAL,*,1.0,0.777778,0.961373,0.875,7,7,0,233,7,2,224,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l150_m0_e0,PASS,hetalt,QUAL,*,0.0,,1.0,,0,0,0,21,0,0,21,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l150_m0_e0,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,53,0,0,53,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l150_m1_e0,PASS,*,QUAL,*,0.933333,0.823529,0.971138,0.875,15,14,1,589,14,3,572,0,0,,,,,,,,2.0,,,3.61157,,,3.516667
INDEL,D16_PLUS,map_l150_m1_e0,PASS,het,QUAL,*,0.928571,0.866667,0.965675,0.896552,14,13,1,437,13,2,422,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l150_m1_e0,PASS,hetalt,QUAL,*,1.0,1.0,0.967742,1.0,1,1,0,31,1,0,30,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l150_m1_e0,PASS,homalt,QUAL,*,0.0,0.0,0.991736,,0,0,0,121,0,1,120,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l150_m2_e0,PASS,*,QUAL,*,0.941176,0.842105,0.973464,0.888889,17,16,1,716,16,3,697,0,0,,,,,,,,2.0,,,3.384615,,,3.296774
INDEL,D16_PLUS,map_l150_m2_e0,PASS,het,QUAL,*,0.9375,0.882353,0.967803,0.909091,16,15,1,528,15,2,511,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l150_m2_e0,PASS,hetalt,QUAL,*,1.0,1.0,0.96875,1.0,1,1,0,32,1,0,31,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l150_m2_e0,PASS,homalt,QUAL,*,0.0,0.0,0.99359,,0,0,0,156,0,1,155,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l150_m2_e1,PASS,*,QUAL,*,0.888889,0.842105,0.973973,0.864865,18,16,2,730,16,3,711,0,0,,,,,,,,2.0,,,3.3625,,,3.27673
INDEL,D16_PLUS,map_l150_m2_e1,PASS,het,QUAL,*,0.9375,0.882353,0.968401,0.909091,16,15,1,538,15,2,521,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l150_m2_e1,PASS,hetalt,QUAL,*,0.5,1.0,0.96875,0.666667,2,1,1,32,1,0,31,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l150_m2_e1,PASS,homalt,QUAL,*,0.0,0.0,0.99375,,0,0,0,160,0,1,159,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m0_e0,PASS,*,QUAL,*,1.0,0.333333,0.974576,0.5,1,1,0,118,1,2,115,0,0,,,,,,,,,,,3.956522,,,3.826087
INDEL,D16_PLUS,map_l250_m0_e0,PASS,het,QUAL,*,1.0,0.333333,0.967033,0.5,1,1,0,91,1,2,88,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m0_e0,PASS,hetalt,QUAL,*,0.0,,1.0,,0,0,0,4,0,0,4,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m0_e0,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,23,0,0,23,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m1_e0,PASS,*,QUAL,*,0.75,0.6,0.979079,0.666667,4,3,1,239,3,2,234,0,0,,,,,,,,,,,3.955556,,,3.866667
INDEL,D16_PLUS,map_l250_m1_e0,PASS,het,QUAL,*,0.666667,0.5,0.977528,0.571429,3,2,1,178,2,2,174,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m1_e0,PASS,hetalt,QUAL,*,1.0,1.0,0.9375,1.0,1,1,0,16,1,0,15,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m1_e0,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,45,0,0,45,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m2_e0,PASS,*,QUAL,*,0.8,0.666667,0.979933,0.727273,5,4,1,299,4,2,293,0,0,,3.0,,,,2.0,,,,,3.564516,2.0,,3.557377
INDEL,D16_PLUS,map_l250_m2_e0,PASS,het,QUAL,*,0.666667,0.5,0.9819,0.571429,3,2,1,221,2,2,217,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m2_e0,PASS,hetalt,QUAL,*,1.0,1.0,0.9375,1.0,1,1,0,16,1,0,15,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m2_e0,PASS,homalt,QUAL,*,1.0,1.0,0.983871,1.0,1,1,0,62,1,0,61,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m2_e1,PASS,*,QUAL,*,0.8,0.666667,0.980198,0.727273,5,4,1,303,4,2,297,0,0,,3.0,,,,2.0,,,,,3.629032,2.0,,3.622951
INDEL,D16_PLUS,map_l250_m2_e1,PASS,het,QUAL,*,0.666667,0.5,0.982222,0.571429,3,2,1,225,2,2,221,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m2_e1,PASS,hetalt,QUAL,*,1.0,1.0,0.9375,1.0,1,1,0,16,1,0,15,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_l250_m2_e1,PASS,homalt,QUAL,*,1.0,1.0,0.983871,1.0,1,1,0,62,1,0,61,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_siren,PASS,*,QUAL,*,0.949275,0.890411,0.94888,0.918901,138,131,7,2856,130,16,2710,2,0,,2.30303,,3.0,,2.28125,,2.2,,,3.146832,2.1875,,3.204918
INDEL,D16_PLUS,map_siren,PASS,het,QUAL,*,0.960526,0.864198,0.960216,0.909819,76,73,3,2036,70,11,1955,2,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_siren,PASS,hetalt,QUAL,*,0.896552,1.0,0.83815,0.945455,29,26,3,173,28,0,145,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,map_siren,PASS,homalt,QUAL,*,0.969697,0.864865,0.942813,0.914286,33,32,1,647,32,5,610,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,segdup,PASS,*,QUAL,*,0.964912,0.887097,0.965031,0.92437,57,55,2,1773,55,7,1711,2,0,,3.0,,,,3.0,,,,,3.47139,2.833333,,3.473239
INDEL,D16_PLUS,segdup,PASS,het,QUAL,*,1.0,0.829268,0.967818,0.906667,36,36,0,1274,34,7,1233,2,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,segdup,PASS,hetalt,QUAL,*,0.777778,1.0,0.931818,0.875,9,7,2,132,9,0,123,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,segdup,PASS,homalt,QUAL,*,1.0,1.0,0.967302,1.0,12,12,0,367,12,0,355,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,segdupwithalt,PASS,*,QUAL,*,0.0,,1.0,,0,0,0,978,0,0,978,0,0,,,,,,,,,,,4.023121,,,4.023121
INDEL,D16_PLUS,segdupwithalt,PASS,het,QUAL,*,0.0,,1.0,,0,0,0,696,0,0,696,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,segdupwithalt,PASS,hetalt,QUAL,*,0.0,,1.0,,0,0,0,109,0,0,109,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,segdupwithalt,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,173,0,0,173,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,tech_badpromoters,PASS,*,QUAL,*,1.0,1.0,0.428571,1.0,4,4,0,7,4,0,3,0,0,,,,,,,,,,,1.333333,,,0.0
INDEL,D16_PLUS,tech_badpromoters,PASS,het,QUAL,*,1.0,1.0,0.0,1.0,4,4,0,4,4,0,0,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,tech_badpromoters,PASS,hetalt,QUAL,*,0.0,0.0,0.0,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
INDEL,D16_PLUS,tech_badpromoters,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,3,0,0,3,0,0,,,,,,,,,,,,,,
INDEL,D1_5,*,PASS,*,QUAL,*,0.995266,0.997003,0.61817,0.996134,143010,142333,677,374070,142403,428,231239,309,0,,1.786494,,7.25,,1.783746,,1.581081,,,1.648483,1.784167,,1.570724
INDEL,D1_5,*,PASS,het,QUAL,*,0.99796,0.99726,0.604683,0.99761,85314,85140,174,216037,85169,234,130634,119,0,,,,,,,,,,,,,,
INDEL,D1_5,*,PASS,hetalt,QUAL,*,0.951816,0.99518,0.64627,0.973015,9941,9462,479,26981,9498,46,17437,44,0,,,,,,,,,,,,,,
INDEL,D1_5,*,PASS,homalt,QUAL,*,0.999497,0.996909,0.634618,0.998202,47755,47731,24,131052,47736,148,83168,146,0,,,,,,,,,,,,,,
INDEL,D1_5,HG002complexvar,PASS,*,QUAL,*,0.995339,0.997715,0.596053,0.996526,31967,31818,149,79097,31878,73,47146,65,0,,1.956019,,7.75,,1.951544,,1.071429,,,1.781154,1.95234,,1.672555
INDEL,D1_5,HG002complexvar,PASS,het,QUAL,*,0.996943,0.999259,0.572989,0.9981,20280,20218,62,47425,20236,15,27174,10,0,,,,,,,,,,,,,,
INDEL,D1_5,HG002complexvar,PASS,hetalt,QUAL,*,0.940106,0.966692,0.738208,0.953214,1319,1240,79,5046,1277,44,3725,43,0,,,,,,,,,,,,,,
INDEL,D1_5,HG002complexvar,PASS,homalt,QUAL,*,0.999228,0.998651,0.610193,0.99894,10368,10360,8,26626,10365,14,16247,12,0,,,,,,,,,,,,,,
INDEL,D1_5,HG002compoundhet,PASS,*,QUAL,*,0.957923,0.97534,0.675475,0.966553,11883,11383,500,35988,11391,288,24309,284,0,,5.985866,,27.0,,5.911348,,0.758865,,,2.404954,5.950355,,2.162776
INDEL,D1_5,HG002compoundhet,PASS,het,QUAL,*,0.984061,0.940056,0.793427,0.961555,1694,1667,27,8641,1678,107,6856,105,0,,,,,,,,,,,,,,
INDEL,D1_5,HG002compoundhet,PASS,hetalt,QUAL,*,0.952352,0.995777,0.601288,0.97358,9906,9434,472,23754,9431,40,14283,39,0,,,,,,,,,,,,,,
INDEL,D1_5,HG002compoundhet,PASS,homalt,QUAL,*,0.996466,0.666667,0.882271,0.798867,283,282,1,3593,282,141,3170,140,0,,,,,,,,,,,,,,
INDEL,D1_5,decoy,PASS,*,QUAL,*,1.0,1.0,0.999393,1.0,4,4,0,6587,4,0,6583,0,0,,2.0,,,,2.0,,,,,2.89321,2.0,,2.893762
INDEL,D1_5,decoy,PASS,het,QUAL,*,1.0,1.0,0.999573,1.0,2,2,0,4687,2,0,4685,0,0,,,,,,,,,,,,,,
INDEL,D1_5,decoy,PASS,hetalt,QUAL,*,1.0,1.0,0.996429,1.0,1,1,0,280,1,0,279,0,0,,,,,,,,,,,,,,
INDEL,D1_5,decoy,PASS,homalt,QUAL,*,1.0,1.0,0.999383,1.0,1,1,0,1620,1,0,1619,0,0,,,,,,,,,,,,,,
INDEL,D1_5,func_cds,PASS,*,QUAL,*,1.0,1.0,0.424354,1.0,155,155,0,271,156,0,115,0,0,,1.152778,,,,1.152778,,,,,1.5,1.166667,,2.166667
INDEL,D1_5,func_cds,PASS,het,QUAL,*,1.0,1.0,0.481481,1.0,83,83,0,162,84,0,78,0,0,,,,,,,,,,,,,,
INDEL,D1_5,func_cds,PASS,hetalt,QUAL,*,0.0,,1.0,,0,0,0,1,0,0,1,0,0,,,,,,,,,,,,,,
INDEL,D1_5,func_cds,PASS,homalt,QUAL,*,1.0,1.0,0.333333,1.0,72,72,0,108,72,0,36,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,*,QUAL,*,0.935492,0.969949,0.633746,0.952409,3860,3611,249,10176,3615,112,6449,102,0,,1.893646,,5.75,,1.850559,,0.872727,,,2.649032,1.815642,,3.164933
INDEL,D1_5,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,het,QUAL,*,0.966448,0.964392,0.759629,0.965419,1371,1325,46,5608,1300,48,4260,39,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.889518,0.994403,0.343941,0.939041,1765,1570,195,2451,1599,9,843,8,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_AllRepeats_51to200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.98895,0.928664,0.635805,0.95786,724,716,8,2117,716,55,1346,55,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,*,QUAL,*,1.0,1.0,0.989,1.0,11,11,0,1000,11,0,989,0,0,,4.0,,,,4.0,,,,,2.00625,4.0,,1.993711
INDEL,D1_5,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,het,QUAL,*,1.0,1.0,0.987539,1.0,8,8,0,642,8,0,634,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,hetalt,QUAL,*,1.0,1.0,0.973684,1.0,1,1,0,38,1,0,37,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_AllRepeats_gt200bp_gt95identity_merged,PASS,homalt,QUAL,*,1.0,1.0,0.99375,1.0,2,2,0,320,2,0,318,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,*,QUAL,*,0.992512,0.9954,0.752344,0.993954,62765,62295,470,252786,62316,288,190182,251,0,,1.519149,,8.583333,,1.515173,,1.296296,,,1.464363,1.515548,,1.449203
INDEL,D1_5,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,het,QUAL,*,0.996822,0.995686,0.759688,0.996254,32408,32305,103,135045,32313,140,102592,105,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.96066,0.995414,0.658229,0.977728,9024,8669,355,25520,8682,40,16798,39,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_AllRepeats_lt51bp_gt95identity_merged,PASS,homalt,QUAL,*,0.999437,0.99496,0.767634,0.997194,21333,21321,12,92221,21321,108,70792,107,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,*,QUAL,*,0.980869,0.989789,0.621761,0.985309,30527,29943,584,80005,29952,309,49744,285,0,,1.653101,,9.909091,,1.641887,,0.977941,,,1.838611,1.638676,,1.952135
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,het,QUAL,*,0.991869,0.990077,0.690154,0.990972,13405,13296,109,43257,13270,133,29854,112,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,hetalt,QUAL,*,0.948519,0.995362,0.347704,0.971376,9013,8549,464,13221,8584,40,4597,38,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331,PASS,homalt,QUAL,*,0.998643,0.983483,0.650019,0.991005,8109,8098,11,23527,8098,136,15293,135,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,*,QUAL,*,0.975774,0.982385,0.678151,0.979068,743,725,18,2293,725,13,1555,7,0,,1.65748,,2.0,,1.653386,,3.333333,,,2.053672,1.653386,,2.26652
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,het,QUAL,*,0.985748,0.976471,0.707703,0.981087,421,415,6,1454,415,10,1029,4,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.867647,1.0,0.549618,0.929134,68,59,9,131,59,0,72,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_51to200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.988189,0.988189,0.641243,0.988189,254,251,3,708,251,3,454,3,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,*,QUAL,*,1.0,1.0,0.98944,1.0,10,10,0,947,10,0,937,0,0,,3.5,,,,3.5,,,,,1.948387,3.5,,1.938312
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,het,QUAL,*,1.0,1.0,0.988411,1.0,7,7,0,604,7,0,597,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,hetalt,QUAL,*,1.0,1.0,0.969697,1.0,1,1,0,33,1,0,32,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_gt200bp_gt95identity_merged,PASS,homalt,QUAL,*,1.0,1.0,0.993548,1.0,2,2,0,310,2,0,308,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,*,QUAL,*,0.995364,0.992734,0.786369,0.994048,1510,1503,7,7087,1503,11,5573,6,0,,1.684112,,0.5,,1.688555,,8.0,,,1.709951,1.688555,,1.71259
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,het,QUAL,*,0.99889,0.991189,0.78519,0.995025,901,900,1,4227,900,8,3319,3,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.945946,0.972222,0.814433,0.958904,74,70,4,388,70,2,316,2,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt101bp_gt95identity_merged,PASS,homalt,QUAL,*,0.996262,0.998127,0.783981,0.997194,535,533,2,2472,533,1,1938,1,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,*,QUAL,*,0.998082,0.996172,0.817212,0.997126,1043,1041,2,5717,1041,4,4672,2,0,,1.786704,,,,1.786704,,,,,1.643066,1.786704,,1.611144
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,het,QUAL,*,1.0,0.996909,0.807727,0.998452,645,645,0,3365,645,2,2718,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.945946,0.945946,0.878289,0.945946,37,35,2,304,35,2,267,2,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRgt6_lt51bp_gt95identity_merged,PASS,homalt,QUAL,*,1.0,1.0,0.82373,1.0,361,361,0,2048,361,0,1687,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,*,QUAL,*,0.927257,0.969643,0.60417,0.947976,2337,2167,170,5659,2172,68,3419,65,0,,2.008333,,10.333333,,1.938375,,0.47619,,,2.680374,1.882353,,3.242921
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,het,QUAL,*,0.957123,0.971098,0.758717,0.96406,723,692,31,2868,672,20,2176,18,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.891547,0.994778,0.332365,0.940338,1254,1118,136,1721,1143,6,572,5,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_51to200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.991667,0.894737,0.627103,0.940711,360,357,3,1070,357,42,671,42,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,*,QUAL,*,1.0,1.0,0.981481,1.0,1,1,0,54,1,0,53,0,0,,,,,,,,,,,3.454545,,,3.363636
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,het,QUAL,*,1.0,1.0,0.973684,1.0,1,1,0,38,1,0,37,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.0,,1.0,,0,0,0,5,0,0,5,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_gt200bp_gt95identity_merged,PASS,homalt,QUAL,*,0.0,,1.0,,0,0,0,11,0,0,11,0,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,*,QUAL,*,0.975499,0.986803,0.500934,0.981118,19999,19509,490,39628,19516,261,19851,254,0,,1.450878,,8.857143,,1.440404,,0.854839,,,1.696833,1.436162,,1.939183
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,het,QUAL,*,0.991379,0.985308,0.607347,0.988335,7192,7130,62,18375,7109,106,11160,101,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.946369,0.99586,0.281658,0.970484,7850,7429,421,10424,7457,31,2936,30,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt101bp_gt95identity_merged,PASS,homalt,QUAL,*,0.998588,0.975562,0.531443,0.98694,4957,4950,7,10829,4950,124,5755,123,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,*,QUAL,*,0.981785,0.988869,0.490347,0.985314,17733,17410,323,34549,17412,196,16941,191,0,,1.410323,,7.75,,1.404819,,1.073171,,,1.614784,1.404385,,1.810748
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,het,QUAL,*,0.995233,0.986581,0.588195,0.990888,6503,6472,31,15925,6470,88,9367,85,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,hetalt,QUAL,*,0.956489,0.995913,0.274024,0.975803,6619,6331,288,8762,6335,26,2401,25,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_TRlt7_lt51bp_gt95identity_merged,PASS,homalt,QUAL,*,0.999133,0.982512,0.524539,0.990753,4611,4607,4,9862,4607,82,5173,81,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,*,QUAL,*,0.976684,0.987146,0.557399,0.981887,21616,21112,504,48337,21119,275,26943,259,0,,1.484843,,6.7,,1.475359,,0.959677,,,1.728477,1.471358,,1.914388
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,het,QUAL,*,0.991809,0.985505,0.65433,0.988647,8180,8113,67,23751,8091,119,15541,106,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,hetalt,QUAL,*,0.946133,0.995768,0.302812,0.970316,7927,7500,427,10845,7529,32,3284,30,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_gt95identity_merged,PASS,homalt,QUAL,*,0.998185,0.977948,0.590787,0.987963,5509,5499,10,13741,5499,124,8118,123,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,*,QUAL,*,0.980869,0.989789,0.621761,0.985309,30527,29943,584,80005,29952,309,49744,285,0,,1.653101,,9.909091,,1.641887,,0.977941,,,1.838611,1.638676,,1.952135
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,het,QUAL,*,0.991869,0.990077,0.690154,0.990972,13405,13296,109,43257,13270,133,29854,112,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,hetalt,QUAL,*,0.948519,0.995362,0.347704,0.971376,9013,8549,464,13221,8584,40,4597,38,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_Human_Full_Genome_TRDB_hg19_150331_all_merged,PASS,homalt,QUAL,*,0.998643,0.983483,0.650019,0.991005,8109,8098,11,23527,8098,136,15293,135,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_SimpleRepeat_diTR_11to50,PASS,*,QUAL,*,0.985132,0.990985,0.429594,0.98805,23876,23521,355,41616,23524,214,17878,203,0,,1.436181,,7.714286,,1.429949,,1.081395,,,1.81396,1.429098,,2.435639
INDEL,D1_5,lowcmp_SimpleRepeat_diTR_11to50,PASS,het,QUAL,*,0.994674,0.990856,0.51684,0.992761,10138,10084,54,21051,10078,93,10880,84,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_SimpleRepeat_diTR_11to50,PASS,hetalt,QUAL,*,0.955981,0.994556,0.282478,0.974887,6679,6385,294,8960,6394,35,2531,34,0,,,,,,,,,,,,,,
INDEL,D1_5,lowcmp_SimpleRepeat_diTR_11to50,PASS,homalt,QUAL,*,0.999008,0.987952,0.38492,0.993449,7059,7052,7,11605,7052,86,4467,85,0,,,,,,,,,,,,,,
